"state","county","GEOID","total_county_pop","Organization","Spending"
"FL","Hillsborough County",12057,1451358,"hud_disability",2022626
"FL","Hillsborough County",12057,1451358,"hud_esg",1823925
"FL","Hillsborough County",12057,1451358,"hud_hopwa",12214115
"FL","Holmes County",12059,19530,"coc",14850
"FL","Holmes County",12059,19530,"hcv",1534940
"FL","Indian River County",12061,156964,"cdbg_entitlement",259041
"FL","Indian River County",12061,156964,"coc",1947100
"FL","Indian River County",12061,156964,"elderly",984492
"FL","Indian River County",12061,156964,"hcv",6514098
"FL","Indian River County",12061,156964,"hud_disability",126750
"FL","Jackson County",12063,47409,"coc",14850
"FL","Jackson County",12063,47409,"hcv",14825186
"FL","Jefferson County",12065,14278,"coc",264968
"FL","Lafayette County",12067,8576,"coc",108466
"FL","Lake County",12069,356115,"cdbg_entitlement",2977906
"FL","Lake County",12069,356115,"coc",203778
"FL","Lake County",12069,356115,"hcv",11131137
"FL","Lake County",12069,356115,"home",1315673
"FL","Lee County",12071,756570,"cdbg_entitlement",9585165
"FL","Lee County",12071,756570,"coc",3570513
"FL","Lee County",12071,756570,"elderly",2735127
"FL","Lee County",12071,756570,"hcv",55713194
"FL","Lee County",12071,756570,"home",2226848
"FL","Lee County",12071,756570,"hud_disability",1737205
"FL","Lee County",12071,756570,"hud_esg",555501
"FL","Leon County",12073,291863,"cdbg_entitlement",3770524
"FL","Leon County",12073,291863,"coc",2113950
"FL","Leon County",12073,291863,"elderly",928507
"FL","Leon County",12073,291863,"hcv",43320016
"FL","Leon County",12073,291863,"home",2130997
"FL","Leon County",12073,291863,"hud_disability",1477227
"FL","Leon County",12073,291863,"hud_esg",320558
"FL","Leon County",12073,291863,"hud_hopwa",27070025
"FL","Levy County",12075,40979,"coc",209010
"FL","Levy County",12075,40979,"hcv",3047587
"FL","Liberty County",12077,8333,"coc",264968
"FL","Madison County",12079,18557,"coc",264968
"FL","Manatee County",12081,393847,"cdbg_entitlement",4499556
"FL","Manatee County",12081,393847,"coc",872498
"FL","Manatee County",12081,393847,"elderly",1508675
"FL","Manatee County",12081,393847,"hcv",31923351
"FL","Manatee County",12081,393847,"home",1357961
"FL","Manatee County",12081,393847,"hud_disability",876674
"FL","Manatee County",12081,393847,"hud_esg",317140
"FL","Marion County",12083,360210,"cdbg_entitlement",5240016
"FL","Marion County",12083,360210,"coc",950308
"FL","Marion County",12083,360210,"elderly",1524871
"FL","Marion County",12083,360210,"hcv",18585943
"FL","Marion County",12083,360210,"home",2089433
"FL","Marion County",12083,360210,"hud_esg",354265
"FL","Martin County",12085,160420,"coc",1160046
"FL","Martin County",12085,160420,"elderly",1103366
"FL","Martin County",12085,160420,"hcv",2321030
"FL","Miami-Dade County",12086,2705528,"cdbg_entitlement",48131312
"FL","Miami-Dade County",12086,2705528,"coc",72548323
"FL","Miami-Dade County",12086,2705528,"elderly",20327534
"FL","Miami-Dade County",12086,2705528,"hcv",8.38e+08
"FL","Miami-Dade County",12086,2705528,"home",24042266
"FL","Miami-Dade County",12086,2705528,"hud_disability",2144956
"FL","Miami-Dade County",12086,2705528,"hud_esg",3555835
"FL","Miami-Dade County",12086,2705528,"hud_hopwa",26782691
"FL","Monroe County",12087,75137,"coc",756006
"FL","Monroe County",12087,75137,"hcv",13975051
"FL","Monroe County",12087,75137,"hud_disability",473344
"FL","Monroe County",12087,75137,"hud_hopwa",1519564
"FL","Nassau County",12089,85762,"coc",2420428
"FL","Nassau County",12089,85762,"hcv",1219706
"FL","Okaloosa County",12091,207430,"cdbg_entitlement",591709
"FL","Okaloosa County",12091,207430,"coc",608948
"FL","Okaloosa County",12091,207430,"hcv",13698081
"FL","Okeechobee County",12093,41611,"coc",49770
"FL","Orange County",12095,1373784,"cdbg_entitlement",19403738
"FL","Orange County",12095,1373784,"coc",9228827
"FL","Orange County",12095,1373784,"elderly",5340400
"FL","Orange County",12095,1373784,"hcv",1.25e+08
"FL","Orange County",12095,1373784,"home",9177912
"FL","Orange County",12095,1373784,"hud_disability",681905
"FL","Orange County",12095,1373784,"hud_esg",1687129
"FL","Orange County",12095,1373784,"hud_hopwa",15080178
"FL","Osceola County",12097,363666,"cdbg_entitlement",5116824
"FL","Osceola County",12097,363666,"coc",5317227
"FL","Osceola County",12097,363666,"elderly",7488733
"FL","Osceola County",12097,363666,"hcv",5737920
"FL","Osceola County",12097,363666,"home",2093505
"FL","Palm Beach County",12099,1482057,"cdbg_entitlement",19545562
"FL","Palm Beach County",12099,1482057,"coc",17148153
"FL","Palm Beach County",12099,1482057,"elderly",7268905
"FL","Palm Beach County",12099,1482057,"hcv",2.26e+08
"FL","Palm Beach County",12099,1482057,"home",6418482
"FL","Palm Beach County",12099,1482057,"hud_disability",228356
"FL","Palm Beach County",12099,1482057,"hud_esg",1148348
"FL","Palm Beach County",12099,1482057,"hud_hopwa",6796223
"FL","Pasco County",12101,539885,"cdbg_entitlement",5936668
"FL","Pasco County",12101,539885,"coc",2796964
"FL","Pasco County",12101,539885,"elderly",2413965
"FL","Pasco County",12101,539885,"hcv",27103379
"FL","Pasco County",12101,539885,"home",2767162
"FL","Pasco County",12101,539885,"hud_disability",968444
"FL","Pasco County",12101,539885,"hud_esg",511113
"FL","Pinellas County",12103,970985,"cdbg_entitlement",12275641
"FL","Pinellas County",12103,970985,"coc",13078348
"FL","Pinellas County",12103,970985,"elderly",4833899
"FL","Pinellas County",12103,970985,"hcv",1.83e+08
"FL","Pinellas County",12103,970985,"home",5543353
"FL","Pinellas County",12103,970985,"hud_disability",5619866
"FL","Pinellas County",12103,970985,"hud_esg",746725
"FL","Polk County",12105,705735,"cdbg_entitlement",9775212
"FL","Polk County",12105,705735,"coc",3272257
"FL","Polk County",12105,705735,"elderly",1336191
"FL","Polk County",12105,705735,"hcv",40681985
"FL","Polk County",12105,705735,"home",4044424
"FL","Polk County",12105,705735,"hud_esg",692285
"FL","Putnam County",12107,73784,"coc",267258
"FL","Putnam County",12107,73784,"hcv",3983846
"FL","Santa Rosa County",12113,179587,"coc",449823
"FL","Santa Rosa County",12113,179587,"hcv",7616083
"FL","Sarasota County",12115,427766,"cdbg_entitlement",4268006
"FL","Sarasota County",12115,427766,"coc",1532962
"FL","Sarasota County",12115,427766,"elderly",3082287
"FL","Sarasota County",12115,427766,"hcv",42534037
"FL","Sarasota County",12115,427766,"home",1920584
"FL","Sarasota County",12115,427766,"hud_disability",849631
"FL","Sarasota County",12115,427766,"hud_esg",299799
"FL","Seminole County",12117,466695,"cdbg_entitlement",5403478
"FL","Seminole County",12117,466695,"coc",5691403
"FL","Seminole County",12117,466695,"hcv",9222888
"FL","Seminole County",12117,466695,"home",1950018
"FL","Seminole County",12117,466695,"hud_disability",112349
"FL","Seminole County",12117,466695,"hud_esg",375716
"FL","St. Johns County",12109,255410,"cdbg_entitlement",2144662
"FL","St. Johns County",12109,255410,"coc",355118
"FL","St. Lucie County",12111,320914,"cdbg_entitlement",3151862
"FL","St. Lucie County",12111,320914,"coc",1294631
"FL","St. Lucie County",12111,320914,"elderly",1027149
"FL","St. Lucie County",12111,320914,"hcv",15196095
"FL","St. Lucie County",12111,320914,"home",2092666
"FL","Sumter County",12119,129938,"coc",203778
"FL","Suwannee County",12121,44290,"coc",108466
"FL","Taylor County",12123,21709,"coc",264968
"FL","Volusia County",12127,546107,"cdbg_entitlement",6345010
"FL","Volusia County",12127,546107,"coc",2822181
"FL","Volusia County",12127,546107,"elderly",3298503
"FL","Volusia County",12127,546107,"hcv",56184262
"FL","Volusia County",12127,546107,"home",2433580
"FL","Volusia County",12127,546107,"hud_esg",145833
"FL","Wakulla County",12129,32855,"coc",264968
"FL","Walton County",12131,71049,"coc",384814
"FL","Walton County",12131,71049,"hcv",4014491
"FL","Washington County",12133,25094,"coc",14850
"FL","Washington County",12133,25094,"hud_disability",172804
"GA","Baldwin County",13009,45072,"hud_disability",197098
"GA","Barrow County",13013,81294,"elderly",471224
"GA","Bartow County",13015,106456,"hud_disability",13599
"GA","Bibb County",13021,153026,"cdbg_entitlement",3639554
"GA","Bibb County",13021,153026,"coc",262574
"GA","Bibb County",13021,153026,"elderly",846039
"GA","Bibb County",13021,153026,"hcv",50811083
"GA","Bibb County",13021,153026,"home",1932862
"GA","Bibb County",13021,153026,"hud_disability",192755
"GA","Bibb County",13021,153026,"hud_esg",318986
"GA","Butts County",13035,24463,"elderly",382167
"GA","Carroll County",13045,118692,"hcv",7198774
"GA","Chatham County",13051,289649,"cdbg_entitlement",4433728
"GA","Chatham County",13051,289649,"coc",7156763
"GA","Chatham County",13051,289649,"hcv",55961025
"GA","Chatham County",13051,289649,"home",1803510
"GA","Chatham County",13051,289649,"hud_disability",223030
"GA","Chatham County",13051,289649,"hud_esg",391645
"GA","Chatham County",13051,289649,"hud_hopwa",954752
"GA","Chattooga County",13055,24826,"hud_disability",95984
"GA","Cherokee County",13057,253780,"cdbg_entitlement",2296158
"GA","Cherokee County",13057,253780,"home",1084963
"GA","Cherokee County",13057,253780,"hud_disability",62446
"GA","Clarke County",13059,126952,"cdbg_entitlement",2523856
"GA","Clarke County",13059,126952,"coc",1238095
"GA","Clarke County",13059,126952,"elderly",638122
"GA","Clarke County",13059,126952,"home",1711543
"GA","Clayton County",13063,287560,"cdbg_entitlement",4649886
"GA","Clayton County",13063,287560,"elderly",396123
"GA","Clayton County",13063,287560,"hcv",31267943
"GA","Clayton County",13063,287560,"home",2441810
"GA","Clayton County",13063,287560,"hud_esg",418122
"GA","Cobb County",13067,756653,"cdbg_entitlement",7726975
"GA","Cobb County",13067,756653,"coc",4679617
"GA","Cobb County",13067,756653,"elderly",1624898
"GA","Cobb County",13067,756653,"hcv",59554271
"GA","Cobb County",13067,756653,"home",3277603
"GA","Cobb County",13067,756653,"hud_disability",232581
"GA","Cobb County",13067,756653,"hud_esg",555707
"GA","Columbia County",13073,154257,"elderly",529601
"GA","Coweta County",13077,145839,"hcv",2146165
"GA","Dade County",13083,16183,"hud_disability",28024
"GA","DeKalb County",13089,755287,"cdbg_entitlement",9691219
"GA","DeKalb County",13089,755287,"coc",31067316
"GA","DeKalb County",13089,755287,"elderly",2936704
"GA","DeKalb County",13089,755287,"hcv",3.86e+08
"GA","DeKalb County",13089,755287,"home",4705962
"GA","DeKalb County",13089,755287,"hud_disability",767
"GA","DeKalb County",13089,755287,"hud_esg",802254
"GA","DeKalb County",13089,755287,"hud_hopwa",12268348
"GA","Dougherty County",13095,88696,"cdbg_entitlement",1585558
"GA","Dougherty County",13095,88696,"elderly",526659
"GA","Dougherty County",13095,88696,"hcv",1037984
"GA","Dougherty County",13095,88696,"home",1104954
"GA","Dougherty County",13095,88696,"hud_disability",729844
"GA","Douglas County",13097,145063,"coc",288089
"GA","Douglas County",13097,145063,"hud_disability",106745
"GA","Floyd County",13115,97805,"cdbg_entitlement",913365
"GA","Floyd County",13115,97805,"elderly",193478
"GA","Floyd County",13115,97805,"hcv",10719557
"GA","Fulton County",13121,1051550,"cdbg_entitlement",19745173
"GA","Fulton County",13121,1051550,"coc",22248213
"GA","Fulton County",13121,1051550,"elderly",8007251
"GA","Fulton County",13121,1051550,"hcv",6.31e+08
"GA","Fulton County",13121,1051550,"home",6533051
"GA","Fulton County",13121,1051550,"hud_disability",310263
"GA","Fulton County",13121,1051550,"hud_esg",1211139
"GA","Fulton County",13121,1051550,"hud_hopwa",50400707
"GA","Glynn County",13127,85008,"cdbg_entitlement",800885
"GA","Glynn County",13127,85008,"coc",458025
"GA","Glynn County",13127,85008,"elderly",662590
"GA","Glynn County",13127,85008,"hcv",12328479
"GA","Grady County",13131,24693,"elderly",71488
"GA","Gwinnett County",13135,926414,"cdbg_entitlement",10655062
"GA","Gwinnett County",13135,926414,"coc",87067
"GA","Gwinnett County",13135,926414,"elderly",2313453
"GA","Gwinnett County",13135,926414,"home",4778543
"GA","Gwinnett County",13135,926414,"hud_disability",829926
"GA","Gwinnett County",13135,926414,"hud_esg",929182
"GA","Hall County",13139,201434,"cdbg_entitlement",917888
"GA","Hall County",13139,201434,"elderly",784769
"GA","Henry County",13151,229994,"cdbg_entitlement",2177827
"GA","Henry County",13151,229994,"home",1052601
"GA","Houston County",13153,155317,"cdbg_entitlement",1170981
"GA","Houston County",13153,155317,"elderly",425226
"GA","Houston County",13153,155317,"hud_disability",170
"GA","Irwin County",13155,9379,"hud_disability",26164
"GA","Laurens County",13175,47404,"hud_disability",89042
"GA","Liberty County",13179,62039,"cdbg_entitlement",517236
"GA","Liberty County",13179,62039,"coc",131420
"GA","Lowndes County",13185,116436,"cdbg_entitlement",1277258
"GA","Lowndes County",13185,116436,"elderly",348910
"GA","Macon County",13193,13107,"elderly",149569
"GA","McDuffie County",13189,21404,"hud_disability",177355
"GA","Muscogee County",13215,195418,"cdbg_entitlement",3293852
"GA","Muscogee County",13215,195418,"coc",3220774
"GA","Muscogee County",13215,195418,"elderly",995202
"GA","Muscogee County",13215,195418,"hcv",63845485
"GA","Muscogee County",13215,195418,"home",2143343
"GA","Paulding County",13223,164440,"coc",373932
"GA","Polk County",13233,42251,"elderly",621468
"GA","Randolph County",13243,6888,"elderly",57301
"GA","Richmond County",13245,202178,"cdbg_entitlement",3505047
"GA","Richmond County",13245,202178,"coc",1051582
"GA","Richmond County",13245,202178,"elderly",1343919
"GA","Richmond County",13245,202178,"grrp_elements",750000
"GA","Richmond County",13245,202178,"hcv",59378328
"GA","Richmond County",13245,202178,"home",2242265
"GA","Richmond County",13245,202178,"hud_disability",1236491
"GA","Richmond County",13245,202178,"hud_esg",303755
"GA","Richmond County",13245,202178,"hud_hopwa",1916052
"GA","Sumter County",13261,29714,"hcv",8695629
"GA","Taylor County",13269,8126,"elderly",80655
"GA","Tift County",13277,40590,"elderly",129002
"GA","Troup County",13285,70095,"elderly",73371
"GA","Upson County",13293,26329,"hud_disability",100182
"GA","Walker County",13295,69398,"hud_disability",169162
"GA","Ware County",13299,35745,"elderly",181398
"GA","Ware County",13299,35745,"hud_disability",130710
"GA","Whitfield County",13313,104122,"cdbg_entitlement",723207
"GA","Whitfield County",13313,104122,"coc",31679
"GA","Whitfield County",13313,104122,"elderly",1309
"HI","Hawaii County",15001,201350,"cdbg_entitlement",5375987
"HI","Hawaii County",15001,201350,"coc",1112380
"HI","Hawaii County",15001,201350,"elderly",564218
"HI","Hawaii County",15001,201350,"hcv",54403997
"HI","Honolulu County",15003,979682,"cdbg_entitlement",15761808
"HI","Honolulu County",15003,979682,"coc",26938217
"HI","Honolulu County",15003,979682,"elderly",3640787
"HI","Honolulu County",15003,979682,"hcv",2.63e+08
"HI","Honolulu County",15003,979682,"home",6558132
"HI","Honolulu County",15003,979682,"hud_disability",1921136
"HI","Honolulu County",15003,979682,"hud_esg",1394681
"HI","Honolulu County",15003,979682,"hud_hopwa",4223041
"HI","Kauai County",15007,71949,"cdbg_entitlement",1431201
"HI","Kauai County",15007,71949,"coc",172998
"HI","Kauai County",15007,71949,"hcv",23741682
"HI","Maui County",15009,166657,"cdbg_entitlement",3697527
"HI","Maui County",15009,166657,"coc",1016337
"HI","Maui County",15009,166657,"elderly",2500240
"HI","Maui County",15009,166657,"hcv",54225603
"HI","Maui County",15009,166657,"hud_disability",343136
"HI","Maui County",15009,166657,"hud_hopwa",1520103
"IA","Allamakee County",19005,13761,"hud_disability",33566
"IA","Appanoose County",19007,12462,"hcv",438744
"IA","Black Hawk County",19013,131813,"cdbg_entitlement",2984195
"IA","Black Hawk County",19013,131813,"hcv",16690165
"IA","Black Hawk County",19013,131813,"home",1126359
"IA","Bremer County",19017,25032,"coc",1136878
"IA","Bremer County",19017,25032,"hcv",1936189
"IA","Carroll County",19027,20150,"elderly",11745
"IA","Carroll County",19027,20150,"hcv",6375739
"IA","Cedar County",19031,18475,"hud_disability",31575
"IA","Cerro Gordo County",19033,42672,"coc",135087
"IA","Cerro Gordo County",19033,42672,"elderly",361
"IA","Cerro Gordo County",19033,42672,"hcv",7685185
"IA","Clarke County",19039,9383,"elderly",283525
"IA","Clarke County",19039,9383,"hud_disability",27830
"IA","Clay County",19041,16138,"coc",123411
"IA","Clay County",19041,16138,"elderly",819
"IA","Clay County",19041,16138,"hcv",8075230
"IA","Clinton County",19045,46734,"hcv",4822329
"IA","Decatur County",19053,7908,"elderly",168581
"IA","Des Moines County",19057,39227,"elderly",3841
"IA","Des Moines County",19057,39227,"hcv",4394009
"IA","Dickinson County",19059,17260,"hcv",1167896
"IA","Dubuque County",19061,97193,"cdbg_entitlement",2081934
"IA","Dubuque County",19061,97193,"hcv",26967220
"IA","Floyd County",19067,15713,"hcv",1912673
"IA","Franklin County",19069,10091,"hud_disability",45735
"IA","Greene County",19073,8923,"hud_disability",311
"IA","Hamilton County",19079,14905,"hud_disability",23548
"IA","Harrison County",19085,14043,"hud_disability",43087
"IA","Jasper County",19099,37032,"hud_disability",1304
"IA","Johnson County",19103,150819,"cdbg_entitlement",1462256
"IA","Johnson County",19103,150819,"coc",1340591
"IA","Johnson County",19103,150819,"hcv",21385641
"IA","Johnson County",19103,150819,"home",1040389
"IA","Johnson County",19103,150819,"hud_disability",42728
"IA","Lee County",19111,33946,"elderly",161183
"IA","Lee County",19111,33946,"hcv",2157204
"IA","Linn County",19113,225601,"cdbg_entitlement",2157894
"IA","Linn County",19113,225601,"coc",719949
"IA","Linn County",19113,225601,"elderly",367499
"IA","Linn County",19113,225601,"hcv",14238949
"IA","Linn County",19113,225601,"home",860806
"IA","Linn County",19113,225601,"hud_disability",63821
"IA","Mahaska County",19123,22351,"hcv",1819961
"IA","Marion County",19125,33193,"elderly",66299
"IA","Marion County",19125,33193,"hcv",2615272
"IA","Marshall County",19127,39804,"hcv",2589061
"IA","Marshall County",19127,39804,"hud_disability",201881
"IA","Monona County",19133,8675,"elderly",91548
"IA","Monroe County",19135,7761,"hcv",502616
"IA","Muscatine County",19139,42703,"hcv",4099817
"IA","Muscatine County",19139,42703,"hud_disability",56207
"IA","Palo Alto County",19147,8941,"elderly",40071
"IA","Palo Alto County",19147,8941,"hcv",39467
"IA","Plymouth County",19149,25141,"elderly",41278
"IA","Plymouth County",19149,25141,"hud_disability",115222
"IA","Polk County",19153,485418,"cdbg_entitlement",8197956
"IA","Polk County",19153,485418,"coc",11951673
"IA","Polk County",19153,485418,"elderly",1289323
"IA","Polk County",19153,485418,"hcv",50353450
"IA","Polk County",19153,485418,"home",2227674
"IA","Polk County",19153,485418,"hud_disability",343707
"IA","Polk County",19153,485418,"hud_esg",663068
"IA","Polk County",19153,485418,"hud_hopwa",1852511
"IA","Pottawattamie County",19155,93478,"cdbg_entitlement",1962979
"IA","Pottawattamie County",19155,93478,"coc",2132364
"IA","Pottawattamie County",19155,93478,"elderly",118011
"IA","Pottawattamie County",19155,93478,"hcv",9964277
"IA","Pottawattamie County",19155,93478,"hud_disability",110480
"IA","Poweshiek County",19157,18391,"hcv",2097846
"IA","Scott County",19163,172938,"cdbg_entitlement",3250805
"IA","Scott County",19163,172938,"coc",457326
"IA","Scott County",19163,172938,"elderly",30077
"IA","Scott County",19163,172938,"hcv",9661452
"IA","Scott County",19163,172938,"home",1007708
"IA","Scott County",19163,172938,"hud_disability",45031
"IA","Story County",19169,97355,"cdbg_entitlement",1127177
"IA","Story County",19169,97355,"home",727275
"IA","Union County",19175,12303,"hcv",12235641
"IA","Wapello County",19179,35102,"hcv",5155987
"IA","Warren County",19181,50867,"hcv",2111567
"IA","Webster County",19187,36348,"grrp_leading",7500000
"IA","Webster County",19187,36348,"hcv",8340846
"IA","Winneshiek County",19191,20090,"hcv",4207601
"IA","Woodbury County",19193,102687,"cdbg_entitlement",3222592
"IA","Woodbury County",19193,102687,"coc",611435
"IA","Woodbury County",19193,102687,"elderly",167790
"IA","Woodbury County",19193,102687,"hcv",12226646
"IA","Woodbury County",19193,102687,"home",1054826
"ID","Ada County",16001,469473,"cdbg_entitlement",3873447
"ID","Ada County",16001,469473,"coc",3413283
"ID","Ada County",16001,469473,"elderly",800550
"ID","Ada County",16001,469473,"hcv",83283301
"ID","Ada County",16001,469473,"home",1682617
"ID","Ada County",16001,469473,"hud_disability",247489
"ID","Bannock County",16005,86742,"cdbg_entitlement",816632
"ID","Bannock County",16005,86742,"hcv",7201930
"ID","Bingham County",16011,46246,"hcv",343722
"ID","Bonneville County",16019,116970,"cdbg_entitlement",858682
"ID","Bonneville County",16019,116970,"elderly",322439
"ID","Bonneville County",16019,116970,"hud_disability",134518
"ID","Canyon County",16027,223890,"cdbg_entitlement",2342876
"ID","Canyon County",16027,223890,"hcv",18352696
"ID","Cassia County",16031,23847,"elderly",206507
"ID","Kootenai County",16055,161676,"cdbg_entitlement",707672
"ID","Kootenai County",16055,161676,"elderly",423134
"ID","Kootenai County",16055,161676,"hud_disability",241431
"ID","Latah County",16057,40052,"hud_disability",384787
"ID","Nez Perce County",16069,40468,"cdbg_entitlement",470633
"ID","Nez Perce County",16069,40468,"hud_disability",64054
"ID","Shoshone County",16079,12700,"elderly",31124
"ID","Twin Falls County",16083,86198,"cdbg_entitlement",690361
"IL","Adams County",17001,65670,"coc",458160
"IL","Adams County",17001,65670,"elderly",904001
"IL","Adams County",17001,65670,"hcv",3053092
"IL","Adams County",17001,65670,"hud_disability",296150
"IL","Alexander County",17003,6011,"coc",47557
"IL","Bond County",17005,16520,"coc",47557
"IL","Boone County",17007,53293,"coc",858911
"IL","Boone County",17007,53293,"hcv",2356781
"IL","Brown County",17009,6599,"coc",64473
"IL","Brown County",17009,6599,"hud_disability",246084
"IL","Bureau County",17011,32878,"coc",60740
"IL","Bureau County",17011,32878,"hcv",599567
"IL","Calhoun County",17013,4782,"coc",79635
"IL","Carroll County",17015,14398,"coc",60740
"IL","Carroll County",17015,14398,"hud_disability",96633
"IL","Cass County",17017,12324,"coc",64473
"IL","Cass County",17017,12324,"hud_disability",234370
"IL","Champaign County",17019,210006,"cdbg_entitlement",3573971
"IL","Champaign County",17019,210006,"coc",925972
"IL","Champaign County",17019,210006,"grrp_elements",750000
"IL","Champaign County",17019,210006,"hcv",44009416
"IL","Champaign County",17019,210006,"home",1571427
"IL","Champaign County",17019,210006,"hud_disability",165635
"IL","Christian County",17021,32705,"coc",79635
"IL","Christian County",17021,32705,"elderly",538041
"IL","Christian County",17021,32705,"hcv",3102651
"IL","Clark County",17023,15602,"coc",79635
"IL","Clay County",17025,13217,"coc",79635
"IL","Clinton County",17027,37549,"coc",47557
"IL","Coles County",17029,51065,"coc",79635
"IL","Cook County",17031,5169517,"cdbg_entitlement",1.9e+08
"IL","Cook County",17031,5169517,"coc",1.98e+08
"IL","Cook County",17031,5169517,"elderly",86662335
"IL","Cook County",17031,5169517,"grrp_elements",1500000
"IL","Cook County",17031,5169517,"grrp_leading",5580000
"IL","Cook County",17031,5169517,"hcv",1.96e+09
"IL","Cook County",17031,5169517,"home",57227249
"IL","Cook County",17031,5169517,"hud_disability",15253061
"IL","Cook County",17031,5169517,"hud_esg",15745357
"IL","Cook County",17031,5169517,"hud_hopwa",31880723
"IL","Crawford County",17033,18833,"coc",79635
"IL","Cumberland County",17035,10787,"coc",569850
"IL","De Witt County",17039,15764,"coc",60883
"IL","De Witt County",17039,15764,"hud_disability",137211
"IL","DeKalb County",17037,104588,"cdbg_entitlement",806888
"IL","DeKalb County",17037,104588,"coc",1532932
"IL","DeKalb County",17037,104588,"hcv",11098015
"IL","Douglas County",17041,19551,"coc",79635
"IL","DuPage County",17043,926005,"cdbg_entitlement",8399276
"IL","DuPage County",17043,926005,"coc",9963721
"IL","DuPage County",17043,926005,"elderly",4910600
"IL","DuPage County",17043,926005,"hcv",79345653
"IL","DuPage County",17043,926005,"home",3823187
"IL","DuPage County",17043,926005,"hud_disability",394422
"IL","DuPage County",17043,926005,"hud_esg",584207
"IL","Edgar County",17045,17272,"coc",79635
"IL","Edgar County",17045,17272,"hcv",471097
"IL","Edwards County",17047,6431,"coc",47557
"IL","Effingham County",17049,34151,"coc",482753
"IL","Fayette County",17051,21418,"coc",79635
"IL","Ford County",17053,13155,"coc",60883
"IL","Franklin County",17055,38688,"coc",339006
"IL","Franklin County",17055,38688,"hcv",558584
"IL","Fulton County",17057,34654,"coc",568207
"IL","Fulton County",17057,34654,"hcv",2136294
"IL","Gallatin County",17059,4983,"coc",47557
"IL","Greene County",17061,12988,"coc",79635
"IL","Grundy County",17063,50798,"coc",245135
"IL","Hamilton County",17065,8151,"coc",47557
"IL","Hancock County",17067,17820,"coc",64473
"IL","Hancock County",17067,17820,"hud_disability",312379
"IL","Hardin County",17069,3890,"coc",47557
"IL","Henderson County",17071,6737,"coc",64473
"IL","Henry County",17073,49032,"coc",60740
"IL","Henry County",17073,49032,"hcv",2056323
"IL","Iroquois County",17075,27437,"coc",60883
"IL","Iroquois County",17075,27437,"elderly",204284
"IL","Jackson County",17077,57517,"coc",230111
"IL","Jackson County",17077,57517,"hcv",4824445
"IL","Jackson County",17077,57517,"hud_disability",97272
"IL","Jasper County",17079,9547,"coc",79635
"IL","Jefferson County",17081,37774,"coc",47557
"IL","Jefferson County",17081,37774,"hcv",1825145
"IL","Jersey County",17083,21776,"coc",79635
"IL","Jersey County",17083,21776,"hcv",1545770
"IL","Jo Daviess County",17085,21429,"coc",60740
"IL","Jo Daviess County",17085,21429,"hcv",135368
"IL","Jo Daviess County",17085,21429,"hud_disability",25135
"IL","Johnson County",17087,12391,"coc",47557
"IL","Kane County",17089,531756,"cdbg_entitlement",6779037
"IL","Kane County",17089,531756,"coc",3721708
"IL","Kane County",17089,531756,"elderly",4084657
"IL","Kane County",17089,531756,"hcv",50590303
"IL","Kane County",17089,531756,"home",3493721
"IL","Kane County",17089,531756,"hud_disability",399183
"IL","Kankakee County",17091,109924,"cdbg_entitlement",1250382
"IL","Kankakee County",17091,109924,"coc",113488
"IL","Kankakee County",17091,109924,"grrp_elements",552313
"IL","Kankakee County",17091,109924,"hcv",6995616
"IL","Kankakee County",17091,109924,"hud_disability",130576
"IL","Kendall County",17093,127583,"hud_disability",70488
"IL","Knox County",17095,50052,"coc",60740
"IL","Knox County",17095,50052,"hcv",2372179
"IL","Knox County",17095,50052,"hud_disability",1131882
"IL","LaSalle County",17099,108998,"coc",60740
"IL","LaSalle County",17099,108998,"hcv",8683489
"IL","LaSalle County",17099,108998,"hud_disability",220626
"IL","Lake County",17097,699682,"cdbg_entitlement",7064284
"IL","Lake County",17097,699682,"coc",4688790
"IL","Lake County",17097,699682,"elderly",554992
"IL","Lake County",17097,699682,"hcv",89236499
"IL","Lake County",17097,699682,"home",3613107
"IL","Lake County",17097,699682,"hud_disability",467593
"IL","Lake County",17097,699682,"hud_esg",442649
"IL","Lawrence County",17101,15830,"coc",47557
"IL","Lee County",17103,34204,"coc",60740
"IL","Lee County",17103,34204,"hcv",165004
"IL","Lee County",17103,34204,"hud_disability",76780
"IL","Livingston County",17105,35757,"coc",60883
"IL","Livingston County",17105,35757,"hud_disability",2492
"IL","Logan County",17107,28818,"coc",60883
"IL","Logan County",17107,28818,"hcv",420184
"IL","Macon County",17115,104688,"cdbg_entitlement",2694504
"IL","Macon County",17115,104688,"coc",1507563
"IL","Macon County",17115,104688,"elderly",820250
"IL","Macon County",17115,104688,"hcv",13265444
"IL","Macon County",17115,104688,"home",963417
"IL","Macon County",17115,104688,"hud_disability",362508
"IL","Macoupin County",17117,45243,"coc",163094
"IL","Madison County",17119,264403,"cdbg_entitlement",5714459
"IL","Madison County",17119,264403,"coc",2247053
"IL","Madison County",17119,264403,"hcv",15684306
"IL","Madison County",17119,264403,"home",2059558
"IL","Madison County",17119,264403,"hud_disability",1223469
"IL","Marion County",17121,37524,"coc",153637
"IL","Marion County",17121,37524,"hcv",2854591
"IL","Marshall County",17123,11562,"coc",60740
"IL","Marshall County",17123,11562,"elderly",190023
